Characteritics of MPS files

|| filename || index || nb_var || nb_constr || nb_coeff || nb_var_int ||
|| scicoinor\demos\data2\miplib3\gesa2_o.mps || 22 || 1224 || 1248 || 3672 || 720 ||
|| scicoinor\demos\data2\miplib3\gesa3.mps || 23 || 1152 || 1368 || 4944 || 384 ||
|| scicoinor\demos\data2\miplib3\gesa3_o.mps || 24 || 1152 || 1224 || 3624 || 672 ||
|| scicoinor\demos\data2\miplib3\gt2.mps || 25 || 188 || 29 || 376 || 188 ||
|| scicoinor\demos\data2\miplib3\harp2.mps || 26 || 2993 || 112 || 5840 || 2993 ||
|| scicoinor\demos\data2\miplib3\khb05250.mps || 27 || 1350 || 101 || 2700 || 24 ||
|| scicoinor\demos\data2\miplib3\l152lav.mps || 28 || 1989 || 97 || 9922 || 1989 ||
|| scicoinor\demos\data2\miplib3\lseu.mps || 29 || 89 || 28 || 309 || 89 ||
|| scicoinor\demos\data2\miplib3\markshare1.mps || 30 || 62 || 6 || 312 || 50 ||
|| scicoinor\demos\data2\miplib3\markshare2.mps || 31 || 74 || 7 || 434 || 60 ||
|| scicoinor\demos\data2\miplib3\mas74.mps || 32 || 151 || 13 || 1706 || 150 ||
|| scicoinor\demos\data2\miplib3\mas76.mps || 33 || 151 || 12 || 1640 || 150 ||
|| scicoinor\demos\data2\miplib3\misc03.mps || 34 || 160 || 96 || 2053 || 159 ||
|| scicoinor\demos\data2\miplib3\misc06.mps || 35 || 1808 || 820 || 5859 || 112 ||
|| scicoinor\demos\data2\miplib3\misc07.mps || 36 || 260 || 212 || 8619 || 259 ||
|| scicoinor\demos\data2\miplib3\mitre.mps || 37 || 10724 || 2054 || 39704 || 10724 ||
|| scicoinor\demos\data2\miplib3\mkc.mps || 38 || 5325 || 3411 || 17038 || 5323 ||
|| scicoinor\demos\data2\miplib3\mod008.mps || 39 || 319 || 6 || 1243 || 319 ||
|| scicoinor\demos\data2\miplib3\mod010.mps || 40 || 2655 || 146 || 11203 || 2655 ||
|| scicoinor\demos\data2\miplib3\mod011.mps || 41 || 10958 || 4480 || 22254 || 96 ||
|| scicoinor\demos\data2\miplib3\modglob.mps || 42 || 422 || 291 || 968 || 98 ||
|| scicoinor\demos\data2\miplib3\noswot.mps || 43 || 128 || 182 || 735 || 100 ||
|| scicoinor\demos\data2\miplib3\nw04.mps || 44 || 87482 || 36 || 636666 || 87482 ||
|| scicoinor\demos\data2\miplib3\p0033.mps || 45 || 33 || 16 || 98 || 33 ||
|| scicoinor\demos\data2\miplib3\p0201.mps || 46 || 201 || 133 || 1923 || 201 ||
|| scicoinor\demos\data2\miplib3\p0282.mps || 47 || 282 || 241 || 1966 || 282 ||
|| scicoinor\demos\data2\miplib3\p0548.mps || 48 || 548 || 176 || 1711 || 548 ||
|| scicoinor\demos\data2\miplib3\p2756.mps || 49 || 2756 || 755 || 8937 || 2756 ||
|| scicoinor\demos\data2\miplib3\pk1.mps || 50 || 86 || 45 || 915 || 55 ||
|| scicoinor\demos\data2\miplib3\pp08a.mps || 51 || 240 || 136 || 480 || 64 ||
|| scicoinor\demos\data2\miplib3\pp08aCUTS.mps || 52 || 240 || 246 || 839 || 64 ||
|| scicoinor\demos\data2\miplib3\qiu.mps || 53 || 840 || 1192 || 3432 || 48 ||
|| scicoinor\demos\data2\miplib3\qnet1.mps || 54 || 1541 || 503 || 4622 || 1417 ||
|| scicoinor\demos\data2\miplib3\qnet1_o.mps || 55 || 1541 || 456 || 4214 || 1417 ||
|| scicoinor\demos\data2\miplib3\rentacar.mps || 56 || 9557 || 6803 || 41842 || 55 ||
|| scicoinor\demos\data2\miplib3\rgn.mps || 57 || 180 || 24 || 460 || 100 ||
|| scicoinor\demos\data2\miplib3\rout.mps || 58 || 556 || 291 || 2431 || 315 ||
|| scicoinor\demos\data2\miplib3\set1ch.mps || 59 || 712 || 492 || 1412 || 240 ||
|| scicoinor\demos\data2\miplib3\seymour.mps || 60 || 1372 || 4944 || 33549 || 1372 ||
|| scicoinor\demos\data2\miplib3\stein27.mps || 61 || 27 || 118 || 378 || 27 ||
|| scicoinor\demos\data2\miplib3\stein45.mps || 62 || 45 || 331 || 1034 || 45 ||
|| scicoinor\demos\data2\miplib3\swath.mps || 63 || 6805 || 884 || 34965 || 6724 ||
|| scicoinor\demos\data2\miplib3\vpm1.mps || 64 || 378 || 234 || 749 || 168 ||
|| scicoinor\demos\data2\miplib3\vpm2.mps || 65 || 378 || 234 || 917 || 168 ||
